Titulo,Type,SJR (Cuartil),H_Index,Link
WHO South-East Asia journal of public health,journal,Q3,19,https://www.scimagojr.com/journalsearch.php?q=21100857530&tip=sid&clean=0
Advances in Mental Health,journal,Q3,24,https://www.scimagojr.com/journalsearch.php?q=21100204503&tip=sid&clean=0
Australian Planner,journal,Q2,28,https://www.scimagojr.com/journalsearch.php?q=19700190342&tip=sid&clean=0
Bonn Zoological Bulletin,journal,Q2,12,https://www.scimagojr.com/journalsearch.php?q=21100244623&tip=sid&clean=0
Clinical Pediatrics,journal,Q2,76,https://www.scimagojr.com/journalsearch.php?q=14955&tip=sid&clean=0
Colloids and Interfaces,journal,Q2,27,https://www.scimagojr.com/journalsearch.php?q=21101042312&tip=sid&clean=0
Curriculum Perspectives,journal,Q2,15,https://www.scimagojr.com/journalsearch.php?q=17600155211&tip=sid&clean=0
E and G Quaternary Science Journal,journal,Q1,30,https://www.scimagojr.com/journalsearch.php?q=21101089140&tip=sid&clean=0
Education Economics,journal,Q2,43,https://www.scimagojr.com/journalsearch.php?q=19709&tip=sid&clean=0
Educational Process: International Journal,journal,Q2,8,https://www.scimagojr.com/journalsearch.php?q=21101041842&tip=sid&clean=0
Electronic Journal of Differential Equations,journal,Q3,52,https://www.scimagojr.com/journalsearch.php?q=26391&tip=sid&clean=0
European Countryside,journal,Q2,22,https://www.scimagojr.com/journalsearch.php?q=21100413836&tip=sid&clean=0
Funkcialaj Ekvacioj,journal,Q3,23,https://www.scimagojr.com/journalsearch.php?q=19500157034&tip=sid&clean=0
In Silico Biology,journal,Q3,49,https://www.scimagojr.com/journalsearch.php?q=17974&tip=sid&clean=0
Journal of Aquatic Animal Health,journal,Q3,61,https://www.scimagojr.com/journalsearch.php?q=13515&tip=sid&clean=0
Journal of Computer Assisted Tomography,journal,Q3,101,https://www.scimagojr.com/journalsearch.php?q=17210&tip=sid&clean=0
"Journal of Environmental Pathology, Toxicology and Oncology",journal,Q3,50,https://www.scimagojr.com/journalsearch.php?q=25129&tip=sid&clean=0
Journal of Ethnic Foods,journal,Q1,33,https://www.scimagojr.com/journalsearch.php?q=21100388307&tip=sid&clean=0
Journal of Intergenerational Relationships,journal,Q1,30,https://www.scimagojr.com/journalsearch.php?q=4700152785&tip=sid&clean=0
Journal of Neurosurgical Sciences,journal,Q2,41,https://www.scimagojr.com/journalsearch.php?q=21707&tip=sid&clean=0
Journal of Robotics and Mechatronics,journal,Q2,39,https://www.scimagojr.com/journalsearch.php?q=21100197345&tip=sid&clean=0
Journal of Software for Algebra and Geometry,journal,Q3,5,https://www.scimagojr.com/journalsearch.php?q=21101166844&tip=sid&clean=0
Monash Bioethics Review,journal,Q1,18,https://www.scimagojr.com/journalsearch.php?q=25432&tip=sid&clean=0
Moral Philosophy and Politics,journal,Q1,11,https://www.scimagojr.com/journalsearch.php?q=21100897523&tip=sid&clean=0
New Genetics and Society,journal,Q2,40,https://www.scimagojr.com/journalsearch.php?q=18993&tip=sid&clean=0
ORL,journal,Q3,53,https://www.scimagojr.com/journalsearch.php?q=13826&tip=sid&clean=0
Physica Scripta,journal,Q2,97,https://www.scimagojr.com/journalsearch.php?q=29122&tip=sid&clean=0
Reference Librarian,journal,Q2,25,https://www.scimagojr.com/journalsearch.php?q=4700152758&tip=sid&clean=0
Revista Argentina de Microbiologia,journal,Q3,33,https://www.scimagojr.com/journalsearch.php?q=20365&tip=sid&clean=0
School Science and Mathematics,journal,Q1,54,https://www.scimagojr.com/journalsearch.php?q=82305&tip=sid&clean=0
Vascular,journal,Q2,60,https://www.scimagojr.com/journalsearch.php?q=20671&tip=sid&clean=0
Advances in Applied Clifford Algebras,journal,Q3,34,https://www.scimagojr.com/journalsearch.php?q=4900152804&tip=sid&clean=0
"African Journal of Science, Technology, Innovation and Development",journal,Q2,22,https://www.scimagojr.com/journalsearch.php?q=21100788912&tip=sid&clean=0
Anthrozoos,journal,Q1,69,https://www.scimagojr.com/journalsearch.php?q=24606&tip=sid&clean=0
Environmental and Climate Technologies,journal,Q2,25,https://www.scimagojr.com/journalsearch.php?q=21100232822&tip=sid&clean=0
"Eurasip Journal on Audio, Speech, and Music Processing",journal,Q2,34,https://www.scimagojr.com/journalsearch.php?q=5100155036&tip=sid&clean=0
Fennia,journal,Q2,26,https://www.scimagojr.com/journalsearch.php?q=28154&tip=sid&clean=0
For the Learning of Mathematics,journal,Q2,17,https://www.scimagojr.com/journalsearch.php?q=21100201980&tip=sid&clean=0
Iberica,journal,Q1,26,https://www.scimagojr.com/journalsearch.php?q=14000155853&tip=sid&clean=0
Journal of Community Archaeology and Heritage,journal,Q1,14,https://www.scimagojr.com/journalsearch.php?q=21100870603&tip=sid&clean=0
Journal of Contemporary Religion,journal,Q1,39,https://www.scimagojr.com/journalsearch.php?q=5600153477&tip=sid&clean=0
Journal of Data and Information Science,journal,Q2,19,https://www.scimagojr.com/journalsearch.php?q=21100888812&tip=sid&clean=0
Journal of Employment Counseling,journal,Q3,34,https://www.scimagojr.com/journalsearch.php?q=15457&tip=sid&clean=0
Journal of Financial Counseling and Planning,journal,Q3,52,https://www.scimagojr.com/journalsearch.php?q=12100155919&tip=sid&clean=0
"Journal of Neurological Surgery, Part B: Skull Base",journal,Q3,51,https://www.scimagojr.com/journalsearch.php?q=21100242270&tip=sid&clean=0
Journal of Pediatric Pharmacology and Therapeutics,journal,Q2,25,https://www.scimagojr.com/journalsearch.php?q=21100848403&tip=sid&clean=0
Meitiandizhi Yu Kantan/Coal Geology and Exploration,journal,Q2,17,https://www.scimagojr.com/journalsearch.php?q=25014&tip=sid&clean=0
Physical Geography,journal,Q2,47,https://www.scimagojr.com/journalsearch.php?q=23314&tip=sid&clean=0
Sequential Analysis,journal,Q3,25,https://www.scimagojr.com/journalsearch.php?q=5800173396&tip=sid&clean=0
Solid State Communications,journal,Q2,142,https://www.scimagojr.com/journalsearch.php?q=29886&tip=sid&clean=0
"Sport, Ethics and Philosophy",journal,Q1,24,https://www.scimagojr.com/journalsearch.php?q=12100156093&tip=sid&clean=0
Statistical Methods and Applications,journal,Q3,34,https://www.scimagojr.com/journalsearch.php?q=145729&tip=sid&clean=0
Zygote,journal,Q4,51,https://www.scimagojr.com/journalsearch.php?q=19073&tip=sid&clean=0
Acta Pharmaceutica,journal,Q2,67,https://www.scimagojr.com/journalsearch.php?q=19398&tip=sid&clean=0
"Agrosystems, Geosciences and Environment",journal,Q2,16,https://www.scimagojr.com/journalsearch.php?q=21101063715&tip=sid&clean=0
Alytes,journal,Q3,17,https://www.scimagojr.com/journalsearch.php?q=24122&tip=sid&clean=0
American Surgeon,journal,Q2,102,https://www.scimagojr.com/journalsearch.php?q=20458&tip=sid&clean=0
Contemporary Nurse,journal,Q2,51,https://www.scimagojr.com/journalsearch.php?q=27626&tip=sid&clean=0
Earth Science Frontiers,journal,Q2,48,https://www.scimagojr.com/journalsearch.php?q=21100239604&tip=sid&clean=0
Evidence Based Care Journal,journal,Q3,12,https://www.scimagojr.com/journalsearch.php?q=21100869220&tip=sid&clean=0
Historical Journal,journal,Q1,49,https://www.scimagojr.com/journalsearch.php?q=15244&tip=sid&clean=0
International Angiology,journal,Q3,64,https://www.scimagojr.com/journalsearch.php?q=23758&tip=sid&clean=0
Journal of Accounting Education,journal,Q2,45,https://www.scimagojr.com/journalsearch.php?q=29852&tip=sid&clean=0
Journal of Economic Studies,journal,Q2,55,https://www.scimagojr.com/journalsearch.php?q=24352&tip=sid&clean=0
Journal of Economics/ Zeitschrift fur Nationalokonomie,journal,Q2,37,https://www.scimagojr.com/journalsearch.php?q=24356&tip=sid&clean=0
Journal of International Food and Agribusiness Marketing,journal,Q2,31,https://www.scimagojr.com/journalsearch.php?q=40720&tip=sid&clean=0
Journal of the Brazilian Society of Mechanical Sciences and Engineering,journal,Q2,56,https://www.scimagojr.com/journalsearch.php?q=71359&tip=sid&clean=0
"Parallel Architectures and Compilation Techniques - Conference Proceedings, PACT",conference and proceedings,No disponible,75,https://www.scimagojr.com/journalsearch.php?q=26125&tip=sid&clean=0
Physical Mesomechanics,journal,Q2,34,https://www.scimagojr.com/journalsearch.php?q=9100153108&tip=sid&clean=0
Revue Europeenne de Psychologie Appliquee,journal,Q3,38,https://www.scimagojr.com/journalsearch.php?q=14121&tip=sid&clean=0
Seminars in Orthodontics,journal,Q2,49,https://www.scimagojr.com/journalsearch.php?q=23536&tip=sid&clean=0
Applied Phycology,journal,Q2,6,https://www.scimagojr.com/journalsearch.php?q=21101112621&tip=sid&clean=0
Automatika,journal,Q2,31,https://www.scimagojr.com/journalsearch.php?q=19700174656&tip=sid&clean=0
Boundary Value Problems,journal,Q3,48,https://www.scimagojr.com/journalsearch.php?q=4000149606&tip=sid&clean=0
Communication Research and Practice,journal,Q2,16,https://www.scimagojr.com/journalsearch.php?q=21100899438&tip=sid&clean=0
Emergency Medicine Clinics of North America,journal,Q2,63,https://www.scimagojr.com/journalsearch.php?q=29667&tip=sid&clean=0
Explore: The Journal of Science and Healing,journal,Q2,48,https://www.scimagojr.com/journalsearch.php?q=4000148707&tip=sid&clean=0
Frontiers in Bioscience - Elite,journal,Q3,60,https://www.scimagojr.com/journalsearch.php?q=21100255440&tip=sid&clean=0
Frontiers in Dental Medicine,journal,Q2,10,https://www.scimagojr.com/journalsearch.php?q=21101150780&tip=sid&clean=0
Future Cardiology,journal,Q3,43,https://www.scimagojr.com/journalsearch.php?q=4400151731&tip=sid&clean=0
"Global Health, Epidemiology and Genomics",journal,Q3,15,https://www.scimagojr.com/journalsearch.php?q=21100889671&tip=sid&clean=0
Homicide Studies,journal,Q1,54,https://www.scimagojr.com/journalsearch.php?q=144977&tip=sid&clean=0
Hortscience: A Publication of the American Society for Hortcultural Science,journal,Q2,105,https://www.scimagojr.com/journalsearch.php?q=25341&tip=sid&clean=0
International Journal of Aerospace Psychology,journal,Q2,52,https://www.scimagojr.com/journalsearch.php?q=21100899523&tip=sid&clean=0
International Relations of the Asia-Pacific,journal,Q2,35,https://www.scimagojr.com/journalsearch.php?q=145601&tip=sid&clean=0
International Review for Spatial Planning and Sustainable Development,journal,Q2,14,https://www.scimagojr.com/journalsearch.php?q=21100456855&tip=sid&clean=0
"JAOCS, Journal of the American Oil Chemists' Society",journal,Q2,135,https://www.scimagojr.com/journalsearch.php?q=25881&tip=sid&clean=0
Journal of Applied and Numerical Optimization,journal,Q3,11,https://www.scimagojr.com/journalsearch.php?q=21101045272&tip=sid&clean=0
Journal of Contemporary Criminal Justice,journal,Q1,58,https://www.scimagojr.com/journalsearch.php?q=130084&tip=sid&clean=0
Journal of International Crisis and Risk Communication Research,journal,Q2,11,https://www.scimagojr.com/journalsearch.php?q=21101133575&tip=sid&clean=0
Journal of Pedagogical Research,journal,Q2,9,https://www.scimagojr.com/journalsearch.php?q=21101111517&tip=sid&clean=0
Journal of the Mechanical Behavior of Materials,journal,Q2,15,https://www.scimagojr.com/journalsearch.php?q=21100829572&tip=sid&clean=0
Lasers in Manufacturing and Materials Processing,journal,Q2,21,https://www.scimagojr.com/journalsearch.php?q=21100827945&tip=sid&clean=0
Music Educators Journal,journal,Q1,24,https://www.scimagojr.com/journalsearch.php?q=21101094552&tip=sid&clean=0
Obstetrics and Gynecology International,journal,Q3,22,https://www.scimagojr.com/journalsearch.php?q=21100777276&tip=sid&clean=0
Personalized Medicine,journal,Q3,36,https://www.scimagojr.com/journalsearch.php?q=4500151530&tip=sid&clean=0
Scientia Pharmaceutica,journal,Q2,54,https://www.scimagojr.com/journalsearch.php?q=22212&tip=sid&clean=0
South African Archaeological Bulletin,journal,Q1,29,https://www.scimagojr.com/journalsearch.php?q=16000154755&tip=sid&clean=0
Vestnik Rossiyskikh Universitetov. Matematika,journal,Q2,4,https://www.scimagojr.com/journalsearch.php?q=21101154811&tip=sid&clean=0
Acta Cardiologica Sinica,journal,Q3,27,https://www.scimagojr.com/journalsearch.php?q=20701&tip=sid&clean=0
Acta Geodaetica et Cartographica Sinica,journal,Q2,41,https://www.scimagojr.com/journalsearch.php?q=144612&tip=sid&clean=0
Acta Oceanologica Sinica,journal,Q3,36,https://www.scimagojr.com/journalsearch.php?q=26775&tip=sid&clean=0
Annals of Mathematics and Artificial Intelligence,journal,Q3,59,https://www.scimagojr.com/journalsearch.php?q=23670&tip=sid&clean=0
Construction Economics and Building,journal,Q2,29,https://www.scimagojr.com/journalsearch.php?q=21100399786&tip=sid&clean=0
Diagnostic Cytopathology,journal,Q3,73,https://www.scimagojr.com/journalsearch.php?q=18527&tip=sid&clean=0
European Journal of Law and Economics,journal,Q1,36,https://www.scimagojr.com/journalsearch.php?q=20750&tip=sid&clean=0
General Thoracic and Cardiovascular Surgery,journal,Q2,48,https://www.scimagojr.com/journalsearch.php?q=5300152705&tip=sid&clean=0
International Journal of Preventive Medicine,journal,Q3,55,https://www.scimagojr.com/journalsearch.php?q=19700188350&tip=sid&clean=0
"International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems",journal,Q3,65,https://www.scimagojr.com/journalsearch.php?q=24326&tip=sid&clean=0
Journal of Aerospace Engineering,journal,Q2,59,https://www.scimagojr.com/journalsearch.php?q=16252&tip=sid&clean=0
Journal of Artificial Organs,journal,Q3,44,https://www.scimagojr.com/journalsearch.php?q=27215&tip=sid&clean=0
Journal of Australian Political Economy,journal,Q2,18,https://www.scimagojr.com/journalsearch.php?q=19300157038&tip=sid&clean=0
Journal of College Student Psychotherapy,journal,Q3,31,https://www.scimagojr.com/journalsearch.php?q=4700152788&tip=sid&clean=0
Journal of International Society of Preventive and Community Dentistry,journal,Q2,31,https://www.scimagojr.com/journalsearch.php?q=21100464566&tip=sid&clean=0
Language Dynamics and Change,journal,Q1,17,https://www.scimagojr.com/journalsearch.php?q=21100427651&tip=sid&clean=0
"OCL - Oilseeds and fats, Crops and Lipids",journal,Q2,37,https://www.scimagojr.com/journalsearch.php?q=21100310032&tip=sid&clean=0
"Politics, Religion and Ideology",journal,Q1,16,https://www.scimagojr.com/journalsearch.php?q=21100208046&tip=sid&clean=0
Semiconductor Science and Technology,journal,Q2,126,https://www.scimagojr.com/journalsearch.php?q=27191&tip=sid&clean=0
"Studia Historica, Historia Medieval",journal,Q1,7,https://www.scimagojr.com/journalsearch.php?q=21100202956&tip=sid&clean=0
"Zeitschrift fur Evidenz, Fortbildung und Qualitat im Gesundheitswesen",journal,Q2,34,https://www.scimagojr.com/journalsearch.php?q=11300153728&tip=sid&clean=0
Andean Geology,journal,Q2,44,https://www.scimagojr.com/journalsearch.php?q=19700202606&tip=sid&clean=0
BioSystems,journal,Q3,83,https://www.scimagojr.com/journalsearch.php?q=13794&tip=sid&clean=0
Biota Neotropica,journal,Q3,42,https://www.scimagojr.com/journalsearch.php?q=11700154374&tip=sid&clean=0
Brain Impairment,journal,Q2,28,https://www.scimagojr.com/journalsearch.php?q=19400156832&tip=sid&clean=0
Clinical Nutrition Open Science,journal,Q3,21,https://www.scimagojr.com/journalsearch.php?q=21101037916&tip=sid&clean=0
Culture and Psychology,journal,Q1,56,https://www.scimagojr.com/journalsearch.php?q=13475&tip=sid&clean=0
Electrolyte and Blood Pressure,journal,Q3,25,https://www.scimagojr.com/journalsearch.php?q=4900152404&tip=sid&clean=0
European Journal of Physics,journal,Q2,57,https://www.scimagojr.com/journalsearch.php?q=27536&tip=sid&clean=0
Folia Geographica,journal,Q2,9,https://www.scimagojr.com/journalsearch.php?q=21100887441&tip=sid&clean=0
Fossil Imprint,journal,Q2,14,https://www.scimagojr.com/journalsearch.php?q=21100790799&tip=sid&clean=0
"Healthcare quarterly (Toronto, Ont.)",journal,Q1,42,https://www.scimagojr.com/journalsearch.php?q=145061&tip=sid&clean=0
International Journal of Automation and Control,journal,Q2,23,https://www.scimagojr.com/journalsearch.php?q=19700186851&tip=sid&clean=0
International Journal of Spa and Wellness,journal,Q3,10,https://www.scimagojr.com/journalsearch.php?q=21101096145&tip=sid&clean=0
Journal for the Education of the Gifted,journal,Q2,43,https://www.scimagojr.com/journalsearch.php?q=22110&tip=sid&clean=0
Journal of Elastomers and Plastics,journal,Q2,36,https://www.scimagojr.com/journalsearch.php?q=13666&tip=sid&clean=0
Journal of Islamic Accounting and Business Research,journal,Q2,30,https://www.scimagojr.com/journalsearch.php?q=21100448564&tip=sid&clean=0
Letters in High Energy Physics,journal,Q2,11,https://www.scimagojr.com/journalsearch.php?q=21101039170&tip=sid&clean=0
Medicinal Chemistry Research,journal,Q2,59,https://www.scimagojr.com/journalsearch.php?q=18384&tip=sid&clean=0
Natural Product Research,journal,Q2,71,https://www.scimagojr.com/journalsearch.php?q=24819&tip=sid&clean=0
NeoReviews,journal,Q2,26,https://www.scimagojr.com/journalsearch.php?q=11500153403&tip=sid&clean=0
Photonics and Nanostructures - Fundamentals and Applications,journal,Q2,47,https://www.scimagojr.com/journalsearch.php?q=29112&tip=sid&clean=0
Quality Assurance and Safety of Crops and Foods,journal,Q2,26,https://www.scimagojr.com/journalsearch.php?q=21100217620&tip=sid&clean=0
Reports on Mathematical Physics,journal,Q3,41,https://www.scimagojr.com/journalsearch.php?q=29707&tip=sid&clean=0
